number,name,name_full,personal_name,suffix,suffix_L,name_L,canonization,birth,DMY_birth,birth_place,start,DMY_start,end,DMY_end,age_start,age_end,tenure,notes,wiki
243,Clement,Clement XI,Giovanni Francesco Albani,11,Undecimus,CLEMENS,NA,1649-07-23T00:00:00Z,23/07/1649,"Urbino, Marche, Papal States",1700-11-23T00:00:00Z,23/11/1700,1721-03-19T00:00:00Z,19/03/1721,51,71,20.317808219178100,Subject and later the sovereign of the Papal States. The Chinese Rites controversy. Patronized the first archaeological excavations in the Roman catacombs and made the feast of the Immaculate Conception universal. The Inquisition's ban on reprinting Galileo's works was lifted in 1718 when permission was granted to publish an edition of his works (excluding the condemned Dialogue) in Florence.,https://en.wikipedia.org/wiki/Pope_Benedict_XIII
244,Innocent,Innocent XIII,Michelangelo dei Conti,13,Vicesimus,INNOCENTIVS,NA,1655-05-13T00:00:00Z,13/05/1655,"Poli, Lazio, Papal States",1721-05-08T00:00:00Z,08/05/1721,1724-03-07T00:00:00Z,07/03/1724,65,68,2.830601092896180,Subject and later the sovereign of the Papal States. Prohibited the Jesuits from prosecuting their mission in China ordering that no new members should be received into the order. Issued the papal bull Apostolici Ministerii (1724) to revive ecclesiastical discipline in Spain.,https://en.wikipedia.org/wiki/Pope_Clement_XII
245,Benedict,Benedict XIII,"Pietro Francesco Orsini, O.P.",13,Vicesimus,BENEDICTVS,Servant of God,1649-02-02T00:00:00Z,02/02/1649,"Gravina in Puglia, Bari, Kingdom of Naples",1724-05-29T00:00:00Z,29/05/1724,1730-02-21T00:00:00Z,21/02/1730,75,81,5.734246575342470,"Born as a subject of the Kingdom of Naples. Member of the Dominican Order; third and last member of the Orsini family to be pope. Originally called Benedict XIV due to the antipope but reverted to XIII. Repealed the worldwide tobacco smoking ban set by Urban VII and Urban VIII. During his pontificate James Bradley discovered the stellar aberration, proving the relative motion of the Earth in its orbit around the Sun.",https://en.wikipedia.org/wiki/Pope_Benedict_XIV
246,Clement,Clement XII,"Lorenzo Corsini, O.F.S",12,Duodecimus,CLEMENS,NA,1652-04-07T00:00:00Z,07/04/1652,"Florence, Grand Duchy of Tuscany",1730-07-12T00:00:00Z,12/07/1730,1740-02-06T00:00:00Z,06/02/1740,78,87,9.57103825136612,"Motto: Dabis discernere inter malum et bonum (""You shall deign to distinguish between good and evil"")
Born as a subject of the Grand Duchy of Tuscany. Completed the new façade of the Archbasilica of Saint John Lateran (1735). Commissioned the Trevi Fountain in Rome (1732). Condemned Freemasonry in In eminenti apostolatus (1738).",https://en.wikipedia.org/wiki/Pope_Clement_XIII
247,Benedict,Benedict XIV,Prospero Lorenzo Lambertini,14,Tricesimus,BENEDICTVS,NA,1675-03-31T00:00:00Z,31/03/1675,"Bologna, Papal States",1740-08-17T00:00:00Z,17/08/1740,1758-05-03T00:00:00Z,03/05/1758,65,83,17.70958904109590,"Motto: Curabuntur omnes (""All will be healed"")
Subject and later the sovereign of the Papal States. Reformed the education of priests and the calendar of feasts. Completed the Trevi Fountain and affirmed the teachings of Thomas Aquinas; founded academies of art, liturgy, religion and science. Authorized the publication of an edition of Galileo's complete scientific works which included a mildly censored version of the Dialogue.",https://en.wikipedia.org/wiki/Pope_Clement_XIV
248,Clement,Clement XIII,Carlo della Torre di Rezzonico,13,Vicesimus,CLEMENS,NA,1693-03-07T00:00:00Z,07/03/1693,"Venice, Republic of Venice",1758-07-06T00:00:00Z,06/07/1758,1769-02-02T00:00:00Z,02/02/1769,65,75,10.578082191780800,"Citizen of the Republic of Venice. Provided the famous fig leaves on nude male statues in the Vatican. Defended the Society of Jesus in ""Apostolicum pascendi"" (1765). During his pontificate (or at the end of his predecessor's pontificate), the general prohibition against works advocating heliocentrism was removed from the Index of prohibited books, although the specific ban on uncensored versions of the Dialogue and Copernicus's De Revolutionibus remained.",https://en.wikipedia.org/wiki/Pope_Pius_VI
249,Clement,Clement XIV,"Giovanni Vincenzo Antonio Ganganelli, O.F.M. Conv.",14,Tricesimus,CLEMENS,NA,1705-10-31T00:00:00Z,31/10/1705,"Santâ€™ Arcangelo di Romagna, Papal States",1769-05-19T00:00:00Z,19/05/1769,1774-09-22T00:00:00Z,22/09/1774,63,68,5.345205479452060,"Subject and later the sovereign of the Papal States. Member of the Conventual Franciscan Order. Suppressed the Society of Jesus in the brief ""Dominus ac Redemptor"" (1773).",https://en.wikipedia.org/wiki/Pope_Pius_VII
250,Pius,Pius VI,Count Giovanni Angelo Braschi,6,Sextus,PIVS,NA,1717-12-25T00:00:00Z,25/12/1717,"Cesena, Emilia-Romagna, Papal States",1775-02-15T00:00:00Z,15/02/1775,1799-08-29T00:00:00Z,29/08/1799,57,81,24.534246575342500,"Motto: Floret in domo domini (""It blossoms in the house of God"")
Subject and later the sovereign of the Papal States. Condemned the French Revolution; expelled from the Papal States by French troops from 1798 until his death. The last pope to be a patron of Renaissance art.",https://en.wikipedia.org/wiki/Pope_Leo_XII
251,Pius,Pius VII,"Count Barnaba Niccolò Maria Luigi Chiaramonti, O.S.B.",7,Septimus,PIVS,Servant of God,1742-08-14T00:00:00Z,14/08/1742,"Cesena, Emilia-Romagna, Papal States",1800-03-14T00:00:00Z,14/03/1800,1823-08-20T00:00:00Z,20/08/1823,57,81,23.434426229508200,Subject and later the sovereign of the Papal States. Member of the Order of Saint Benedict. Present at Napoleon's coronation as emperor of the French. Expelled from the Papal States by the French between 1809 and 1814.,https://en.wikipedia.org/wiki/Pope_Pius_VIII
252,Leo,Leo XII,Count Annibale Francesco Clemente Melchiore Girolamo Nicola Sermattei della Genga,12,Duodecimus,LEO,NA,1760-08-22T00:00:00Z,22/08/1760,"Genga, Marche, Papal States",1823-09-28T00:00:00Z,28/09/1823,1829-02-10T00:00:00Z,10/02/1829,63,68,5.36986301369863,Subject and later the sovereign of the Papal States. Placed the Catholic educational system under the control of the Jesuits through Quod divina sapientia (1824). Condemned the Bible societies.,https://en.wikipedia.org/wiki/Pope_Gregory_XVI
253,Pius,Pius VIII,Francesco Saverio Castiglioni,8,Octavus,PIVS,NA,1761-11-20T00:00:00Z,20/11/1761,"Cingoli, Marche, Papal States",1829-03-31T00:00:00Z,31/03/1829,1830-11-30T00:00:00Z,30/11/1830,67,69,1.6684931506849300,Subject and later the sovereign of the Papal States. Accepted Louis Philippe I as king of the French. Condemned the masonic secret societies and modernist biblical translations in the brief Litteris altero (1830).,https://en.wikipedia.org/wiki/Pope_Pius_IX
254,Gregory,Gregory XVI,"Bartolomeo Alberto Cappellari, O.S.B. Cam.",16,Sextus Decimus,GREGORIVS,NA,1765-09-18T00:00:00Z,18/09/1765,"Belluno, Veneto, Republic of Venice",1831-02-02T00:00:00Z,02/02/1831,1846-06-01T00:00:00Z,01/06/1846,65,80,15.326027397260300,"Citizen of the Republic of Venice. Member of the Camaldolese; last non-bishop to be elected to the papacy. Politically opposed democratic and modernising reforms in the Papal States. Regarding scientific thinking, all traces of official opposition to heliocentrism by the church disappeared in 1835 when the uncensored versions of Dialogue and De Revolutionibus were finally dropped from the Index.",https://en.wikipedia.org/wiki/Pope_Leo_XIII
255,Pius,Pius IX,"Count Giovanni Maria Mastai-Ferretti, O.F.S.",9,Nonus,PIVS,Blessed,1792-05-13T00:00:00Z,13/05/1792,"Senigallia, Marche, Papal States",1846-06-16T00:00:00Z,16/06/1846,1878-02-07T00:00:00Z,07/02/1878,54,85,31.646575342465800,"Subject and later the last sovereign of the Papal States, becoming an Italian citizen. Opened the First Vatican Council; lost the Papal States to Italy. Defined the dogma of the Immaculate Conception and defined papal infallibility. Issued the controversial Syllabus of Errors. Longest-serving pope since Peter (c. AD 30–64).
During his pontificate, Augustinian friar Gregor Mendel published the Experiments on Plant Hybridization and Charles Darwin published On the Origin of Species. At the time, no high-level Church pronouncement attacked head-on the theory of evolution as applied to non-human species.
Even before the development of the scientific method, Catholic theology had allowed for biblical texts to be read as allegorical rather than literal where they appeared to contradict that which could be established by science or reason. Thus, Catholicism has been able to refine its understanding of scripture in light of scientific discoveries.",https://en.wikipedia.org/wiki/Pope_Pius_X
256,Leo,Leo XIII,"Gioacchino Vincenzo Raffaele Luigi Pecci, O.F.S.",13,Vicesimus,LEO,NA,1810-03-02T00:00:00Z,02/03/1810,"Carpineto Romano, Lazio, French Empire",1878-02-20T00:00:00Z,20/02/1878,1903-07-20T00:00:00Z,20/07/1903,67,93,25.410958904109600,"Motto: Lumen in coelo (""Light in Heaven"")
 Born as a French citizen, of Italian ethnicity, later became a subject of the Papal States and finally an Italian citizen. Issued the encyclical Rerum novarum; supported Christian democracy against Communism. Had the third-longest reign after Pius IX, and John Paul II. Promoted the rosary and the scapular and approved two new Marian scapulars; first pope to fully embrace the concept of Mary as mediatrix.
First Pope to be filmed by a motion picture camera and the first pope with voice recorded. Oldest pope in office.",https://en.wikipedia.org/wiki/Pope_Benedict_XV
257,Pius,Pius X,Giuseppe Melchiorre Sarto,10,Decimus,PIVS,Saint,1835-06-02T00:00:00Z,02/06/1835,"Riese, Treviso, Kingdom of Lombardyâ€“Venetia",1903-08-04T00:00:00Z,04/08/1903,1914-08-20T00:00:00Z,20/08/1914,68,79,11.043835616438400,"Motto: Instaurare Omnia in Christo (""Restore all things in Christ"")
Born as a subject of the Kingdom of Lombardy–Venetia, later became an Italian citizen. Encouraged and expanded reception of the Eucharist. Combatted Modernism; issued the oath against it. Advocated the Gregorian Chant and reformed the Roman Breviary.",https://en.wikipedia.org/wiki/Pope_Pius_XI
258,Benedict,Benedict XV,Giacomo Paolo Giovanni Battista Della Chiesa,15,Centensimus,BENEDICTVS,NA,1854-11-21T00:00:00Z,21/11/1854,"Pegli, Genoa, Kingdom of Sardinia",1914-09-03T00:00:00Z,03/09/1914,1922-01-22T00:00:00Z,22/01/1922,59,67,7.3863013698630100,"Motto: In te, Domine, speravi: non confundar in aeternum. (""In thee, o Lord, have I trusted: let me not be confounded for evermore."")
Born as a subject of the Kingdom of Sardinia, later became an Italian citizen. Credited for intervening for peace during World War I. Issued the 1917 Code of Canon Law; supported the missionaries in Maximum illud. Remembered by Benedict XVI as a ""prophet of peace"".",https://en.wikipedia.org/wiki/Pope_Pius_XII
259,Pius,Pius XI,Achille Ambrogio Damiano Ratti,11,Undecimus,PIVS,NA,1857-05-31T00:00:00Z,31/05/1857,"Desio, Milan, Kingdom of Lombardyâ€“Venetia",1922-02-06T00:00:00Z,06/02/1922,1939-02-10T00:00:00Z,10/02/1939,64,81,17.01095890410960,"Motto: Pax Christi in Regno Christi (""The Peace of Christ in the Kingdom of Christ"")
Born as a subject of the Kingdom of Lombardy–Venetia, later became an Italian citizen. Signed the Lateran Treaty with Italy (1929) establishing Vatican City as a sovereign state. Inaugurated Vatican Radio (1931). Re-founded the Pontifical Academy of Sciences (1936). Created the feast of Christ the King. Opposed Communism and Nazism.",https://en.wikipedia.org/wiki/Pope_John_XXIII
260,Pius,Pius XII,Eugenio Maria Giuseppe Giovanni Pacelli,12,Duodecimus,PIVS,Venerable,1876-03-02T00:00:00Z,02/03/1876,"Rome, Italy",1939-03-02T00:00:00Z,02/03/1939,1958-10-09T00:00:00Z,09/10/1958,63,82,19.605479452054800,"Motto: Opus Justitiae Pax (""The work of justice [shall be] peace"")
Italian citizen. Invoked papal infallibility in the encyclical Munificentissimus Deus; defined the dogma of the Assumption. Eliminated the Italian majority of cardinals. Credited with intervening for peace during World War II; controversial for his reactions to the Holocaust. Published the Humani generis, the first encyclical to specifically refer to evolution and took up a neutral position, concentrating on human evolution:
""The Church does not forbid that ... research and discussions, on the part of men experienced in both fields, take place with regard to the doctrine of evolution, in as far as it inquires into the origin of the human body as coming from pre-existent and living matter.""",https://en.wikipedia.org/wiki/Pope_Paul_VI
261,John,John XXIII,Angelo Giuseppe Roncalli,23,Vicesimus Tertius,IOANNES,Saint,1881-11-25T00:00:00Z,25/11/1881,"Sotto il Monte, Bergamo, Italy",1958-10-28T00:00:00Z,28/10/1958,1963-06-03T00:00:00Z,03/06/1963,76,81,4.597260273972600,"Motto: Obedientia et Pax (""Obedience and peace"")
Italian citizen. Opened the Second Vatican Council; called ""Good Pope John"". Issued the encyclical Pacem in terris (1963) on peace and nuclear disarmament; intervened for peace during the Cuban Missile Crisis (1962).",https://en.wikipedia.org/wiki/Pope_John_Paul_I
262,Paul,Paul VI,Giovanni Battista Enrico Antonio Maria Montini,6,Sextus,PAVLVS,Saint,1897-09-26T00:00:00Z,26/09/1897,"Concesio, Brescia, Italy",1963-06-21T00:00:00Z,21/06/1963,1978-08-06T00:00:00Z,06/08/1978,65,80,15.126027397260300,"Motto: Cum Ipso in Monte (""With Him on the mount"")
Italian citizen. Last pope to be crowned. First pope since 1809 to travel outside Italy. Closed the Second Vatican Council. Issued the encyclical Humanae vitae (1968) condemning artificial contraception. Revised the Roman Missal (1969).",https://en.wikipedia.org/wiki/Pope_John_Paul_II
263,John Paul,John Paul I,Albino Luciani,1,Primus,IOANNES,Blessed,1912-10-17T00:00:00Z,17/10/1912,"Forno di Canale, Belluno, Italy",1978-08-26T00:00:00Z,26/08/1978,1978-09-28T00:00:00Z,28/09/1978,65,65,0.09041095890410960,"Motto: Humilitas (""Humility"")
Italian citizen. Abolished the coronation and opted for the papal inauguration. First pope to use 'the First' in papal name; first with two names for two immediate predecessors. First pope born in the twentieth century. Last pope to use the sedia gestatoria.",https://en.wikipedia.org/wiki/Pope_Benedict_XVI
264,John Paul,John Paul II,Karol Józef Wojtyła,2,Secundus,PAVLVS,Saint,1920-05-18T00:00:00Z,18/05/1920,"Wadowice, Poland",1978-10-16T00:00:00Z,16/10/1978,2005-04-02T00:00:00Z,02/04/2005,58,84,26.46027397260270,"Motto: Totus Tuus (""Totally yours"")
Polish citizen, first pope of Slavic origin. First non-Italian pope since Adrian VI (1522–1523). Travelled extensively, visiting 129 countries during his pontificate. Second-longest reign after Pius IX. Founded World Youth Day (1984) and the Pontifical Academy of Social Sciences (1994). Canonized more saints than any of his predecessors. Youngest individual to start his papacy since Pius IX (1846).",https://en.wikipedia.org/wiki/Pope_Francis
265,Benedict,Benedict XVI,Joseph Alois Ratzinger,16,Sextus Decimus,BENEDICTVS,NA,1927-04-16T00:00:00Z,16/04/1927,"Marktl, Bavaria, Germany",2005-04-19T00:00:00Z,19/04/2005,2013-02-28T00:00:00Z,28/02/2013,78,85,7.863013698630140,"Motto: Cooperatores Veritatis (""Cooperators of the truth"")
German citizen. Oldest to become pope since Clement XII (1730). Elevated the Tridentine Mass to a more prominent position and promoted the use of Latin; re-introduced several disused papal garments. Authorized the creation of Anglican ordinariates (2009). First pope to renounce the papacy on his own initiative since Celestine V (1294), becoming pope emeritus. Longest-lived pope on record. Died on 31 December 2022, in the Vatican, aged 95.",https://en.wikipedia.org/wiki/Pope_Peter
266,Francis,Francis,"Jorge Mario Bergoglio, S.J.",1,Primus,FRANCISCVS,NA,1936-12-17T00:00:00Z,17/12/1936,"Flores, Buenos Aires, Argentina",2013-03-13T00:00:00Z,13/03/2013,NA,,76,NA,NA,"Motto: Miserando atque Eligendo (""Lowly but chosen"", literally 'by having mercy, by choosing him')
Argentine citizen. First pope to be born outside Europe since Gregory III (731–741) and the first from the Americas; first pope from the Southern Hemisphere. First pope from a religious institute since Gregory XVI (1831–1846); first Jesuit pope. First to use a new and non-composed regnal name since Lando (913–914). First pope to visit and celebrate a mass on the Arabian Peninsula.",https://en.wikipedia.org/wiki/Pope_Linus
